input,output
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29, -0.21]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29, -0.21, -1.06]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29, -0.21, -1.06, -0.95]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29, -0.21, -1.06, -0.95, 0.35]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29, -0.21, -1.06, -0.95, 0.35, 1.24]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29, -0.21, -1.06, -0.95, 0.35, 1.24, -0.57]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29, -0.21, -1.06, -0.95, 0.35, 1.24, -0.57, -0.53]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.61, -1.78, -0.88, -0.45, -0.59, 1.24, -0.57, -1.81, 0.06, 1.73, -0.92, 0.05, -0.57, 0.55, 0.78, 1.18, 0.79, -1.54, -0.63, 1.95, 1.19, -1.07, -2.28, -0.66, 1.01, -1.64, -0.03, -0.72, -1.1, 0.13, -0.99, -0.38, -0.29, -0.21, -1.06, -0.95, 0.35, 1.24, -0.57, -0.53, -1.21]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
[1.88],True
"[1.88, 1.56]","[True, True]"
"[1.88, 1.56, -1.07]","[True, True, False]"
"[1.88, 1.56, -1.07, -0.18]","[True, True, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65]","[True, True, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06]","[True, True, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33]","[True, True, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1]","[True, True, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15]","[True, True, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41]","[True, True, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17]","[True, True, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4]","[True, True, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15]","[True, True, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85, -0.62]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85, -0.62, 0.44]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85, -0.62, 0.44, -0.72]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85, -0.62, 0.44, -0.72, 1.19]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85, -0.62, 0.44, -0.72, 1.19, -0.69]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85, -0.62, 0.44, -0.72, 1.19, -0.69, 1.55]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85, -0.62, 0.44, -0.72, 1.19, -0.69, 1.55, -1.33]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.88, 1.56, -1.07, -0.18, 0.65, 0.06, 1.33, -0.1, -1.15, 0.41, -0.17, -0.4, 0.15, 1.13, 0.44, 0.69, 1.08, -0.59, 1.48, 1.59, 1.17, 0.12, 0.6, 1.4, 0.65, -0.91, 0.57, -0.29, -1.22, 0.43, -0.86, 1.02, 0.85, -0.62, 0.44, -0.72, 1.19, -0.69, 1.55, -1.33, -0.73]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
[0.82],True
"[0.82, 1.16]","[True, True]"
"[0.82, 1.16, -0.47]","[True, True, False]"
"[0.82, 1.16, -0.47, -0.25]","[True, True, False, False]"
"[0.82, 1.16, -0.47, -0.25, -1.15]","[True, True, False, False, False]"
"[0.82, 1.16, -0.47, -0.25, -1.15, -0.58]","[True, True, False, False, False, False]"
"[0.82, 1.16, -0.47, -0.25, -1.15, -0.58, 0.72]","[True, True, False, False, False, False, False]"
"[0.82, 1.16, -0.47, -0.25, -1.15, -0.58, 0.72, -0.54]","[True, True, False, False, False, False, False, False]"
"[0.82, 1.16, -0.47, -0.25, -1.15, -0.58, 0.72, -0.54, -0.19]","[True, True, False, False, False, False, False, False, False]"
"[0.82, 1.16, -0.47, -0.25, -1.15, -0.58, 0.72, -0.54, -0.19, 0.7]","[True, True, False, False, False, False, False, False, False, False]"
